,Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Dependents_1,Dependents_2,Dependents_3+,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
573,LP002862,6125,1625.0,187000.0,480.0,1.0,1,0,1,0,1,1,0,1,0,0
574,LP002863,6406,0.0,150000.0,360.0,1.0,1,0,0,1,1,0,0,1,0,0
575,LP002868,3159,461.0,108000.0,84.0,1.0,1,0,1,0,1,0,0,0,1,1
576,LP002872,3087,2210.0,136000.0,360.0,0.0,0,0,0,0,1,0,0,1,0,0
577,LP002874,3229,2739.0,110000.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
578,LP002877,1782,2232.0,107000.0,360.0,1.0,1,1,0,0,1,0,0,0,0,1
579,LP002888,3182,2917.0,161000.0,360.0,1.0,1,0,0,0,0,0,0,0,1,1
580,LP002892,6540,0.0,205000.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1
581,LP002893,1836,26687.67000000001,90000.0,360.0,1.0,1,0,0,0,0,0,0,0,1,0
582,LP002894,3166,0.0,36000.0,360.0,1.0,0,0,0,0,1,0,0,1,0,1
583,LP002898,1880,0.0,61000.0,360.0,0.8421985815602837,1,1,0,0,1,0,0,0,0,0
584,LP002911,2787,1917.0,146000.0,360.0,0.0,1,1,0,0,1,0,0,0,0,0
585,LP002912,4283,3000.0,172000.0,84.0,1.0,1,1,0,0,1,0,0,0,0,0
586,LP002916,2297,1522.0,104000.0,360.0,1.0,1,0,0,0,1,0,0,0,1,1
587,LP002917,2165,0.0,70000.0,360.0,1.0,0,0,0,0,0,1,0,1,0,1
588,LP002925,4750,0.0,94000.0,360.0,1.0,0,0,0,0,0,0,0,1,0,1
589,LP002926,2726,0.0,106000.0,360.0,0.0,1,0,1,0,1,0,1,1,0,0
590,LP002928,3000,3416.0,56000.0,180.0,1.0,1,0,0,0,1,0,0,1,0,1
591,LP002931,6000,0.0,205000.0,240.0,1.0,1,0,1,0,1,0,1,1,0,0
592,LP002933,9357,0.0,292000.0,360.0,1.0,0,0,0,1,0,0,1,1,0,1
593,LP002936,3859,3300.0,142000.0,180.0,1.0,1,0,0,0,1,0,0,0,0,1
594,LP002938,16120,0.0,260000.0,360.0,1.0,1,0,0,0,1,0,1,0,1,1
595,LP002940,3833,0.0,110000.0,360.0,1.0,1,0,0,0,0,1,0,0,0,1
596,LP002941,6383,1000.0,187000.0,360.0,1.0,1,0,1,0,1,1,1,0,0,0
597,LP002943,2987,0.0,88000.0,360.0,0.0,1,0,0,0,0,0,0,1,0,0
598,LP002945,9963,0.0,180000.0,360.0,1.0,1,0,0,0,1,0,1,0,0,1
599,LP002948,5780,0.0,192000.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1
600,LP002949,416,26687.67000000001,350000.0,180.0,0.8421985815602837,0,0,0,1,0,0,0,0,1,0
601,LP002950,2894,2792.0,155000.0,360.0,1.0,1,0,0,0,1,1,0,0,0,1
602,LP002953,5703,0.0,128000.0,360.0,1.0,1,0,0,1,1,0,0,0,1,1
603,LP002958,3676,4301.0,172000.0,360.0,1.0,1,0,0,0,0,0,0,0,0,1
604,LP002959,12000,0.0,496000.0,360.0,1.0,0,1,0,0,1,0,0,1,0,1
605,LP002960,2400,3800.0,146412.16216216216,180.0,1.0,1,0,0,0,1,1,0,0,1,0
606,LP002961,3400,2500.0,173000.0,360.0,1.0,1,1,0,0,1,0,0,1,0,1
607,LP002964,3987,1411.0,157000.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1
608,LP002974,3232,1950.0,108000.0,360.0,1.0,1,0,0,0,1,0,0,0,0,1
609,LP002978,2900,0.0,71000.0,360.0,1.0,0,0,0,0,0,0,0,0,0,1
610,LP002979,4106,0.0,40000.0,180.0,1.0,1,0,0,1,1,0,0,0,0,1
611,LP002983,8072,240.0,253000.0,360.0,1.0,1,1,0,0,1,0,0,0,1,1
612,LP002984,7583,0.0,187000.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1
613,LP002990,4583,0.0,133000.0,360.0,0.0,0,0,0,0,0,0,1,1,0,0
